Client,CustomerAccountNumber,AdjustmentTypeCode,EffectiveOn,SundryTypeCode,Amount,Reference,GLAccountCode,GLDescription,Reserved1,Reserved2
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03262,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03263,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03264,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03265,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03266,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03267,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03268,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03269,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03270,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03271,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03272,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03273,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03274,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03275,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03276,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03277,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03278,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03279,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03280,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03281,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03282,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03283,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03284,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03285,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03286,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03287,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03288,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03289,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03290,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03291,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03292,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03293,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03294,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03295,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03296,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03297,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03298,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03299,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03300,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03301,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03302,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03303,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03304,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03305,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03306,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03307,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03308,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03309,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03310,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03311,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03312,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03313,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03314,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03315,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03316,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03317,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005202,TBSUB,8/1/2020,6302,1.25,VIN03318,G15,Badge Telepeage - Remboursement Abonnement Juin1000004489,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03319,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03320,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03321,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03322,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03323,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03324,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03325,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03326,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03327,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03328,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03329,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03330,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03331,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03332,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03333,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03334,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03335,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03336,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03337,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03338,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03339,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03340,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03341,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03342,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03343,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03344,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03345,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03346,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03347,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03348,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03349,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03350,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03351,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03352,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03353,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03354,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03355,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03356,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03357,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03358,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03359,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03360,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03361,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03362,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03363,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03364,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03365,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03366,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03367,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03368,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03369,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03370,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03371,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03372,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03373,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03374,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03375,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03376,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03377,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03378,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03379,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03380,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03381,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03382,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03383,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03384,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03385,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03386,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03387,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03388,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03389,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03390,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03391,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03392,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03393,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03394,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03395,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03396,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005203,TBSUB,8/1/2020,6302,1.25,VIN03397,G15,Badge Telepeage - Remboursement Abonnement Juin1000005358,,
WFE France,15005204,TBSUB,8/1/2020,6302,1.25,VIN03398,G15,Badge Telepeage - Remboursement Abonnement Juin1000005298,,
WFE France,15005204,TBSUB,8/1/2020,6302,1.25,VIN03399,G15,Badge Telepeage - Remboursement Abonnement Juin1000005298,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03400,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03401,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03402,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03403,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03404,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03405,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03406,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03407,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03408,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03409,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03410,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03411,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03412,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03413,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03414,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03415,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03416,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03417,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03418,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03419,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03420,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03421,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03422,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03423,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03424,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03425,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03426,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03427,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03428,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03429,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03430,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03431,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03432,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03433,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03434,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03435,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03436,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03437,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03438,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03439,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005205,TBSUB,8/1/2020,6302,1.25,VIN03440,G15,Badge Telepeage - Remboursement Abonnement Juin1000004754,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03441,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03442,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03443,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03444,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03445,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03446,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03447,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03448,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03449,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03450,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03451,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03452,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03453,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03454,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03455,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03456,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03457,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03458,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03459,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03460,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03461,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03462,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03463,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03464,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03465,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03466,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03467,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
WFE France,15005206,TBSUB,8/1/2020,6302,1.25,VIN03468,G15,Badge Telepeage - Remboursement Abonnement Juin1000003351,,
